library,iln,isil_code,short_name,loan_codes,material_codes
8494,528,DE-Sob11,"Sonneberg StB",bdu?,BEGKMSVX
8499,571,DE-Zev1,"Zeven StB",bdu?,BEGKMSVX
8503,587,DE-1247,"Papenburg Ev.ÖB",bdu?,BEGKMSVX
8504,509,DE-1098,"Georgsmarienhütte KÖB",bdu?,BEGKMSVX
8522,428,DE-Wm1,"Wolmirstedt StB",bdu?,BEGKMSVX
8541,313,NULL,"UB Cottbus <Co 1>",bdu,BEGKMSVX
8541/0001,313,NULL,"UB Cottbus KOBV-Test",NULL,NULL
8552,430,DE-1910,"Bad Dürrenberg StB",bdu?,BEGKMSVX
8556,465,DE-Wol4,"Bitterfeld-Wolfen StB",bdu?,BEGKMSVX
8556/0001,465,DE-Wol4,"Bitterfeld-Wolfen StB",bdu?,BEGKMSVX
8556/0002,465,DE-Wol4,"Bitterfeld-Wolfen StB",bdu?,BEGKMSVX
8563,432,DE-Sho3,"Schönebeck/E StB",bdu?,BEGKMSVX
8574,513,DE-Shw28,"StB Parchim <Shw 28>",NULL,NULL
8575,425,DE-1202,"StB Wittmund <1202>",NULL,NULL
8601,445,DE-1168,"StB Bremervo?rde <1168>",NULL,NULL
8608,433,DE-San4,"Sangerhausen StB",bdu?,BEGKMSVX
8612,572,DE-1186,"Fahrbu?cherei Cuxhaven <1186>",NULL,NULL
8624,437,NULL,"Musikbibl. Michaelstein <We 14>",NULL,NULL
8654,434,DE-We6,"StB Blankenburg <We 6>",NULL,NULL
8663,588,DE-1174,"Aurich StB",bdu?,BEGKMSVX
8677,450,DE-1883,"Schortens StB",bdu?,BEGKMSVX
8683,201,NULL,"FA BW Wasser. Geophy. <Ki 131>",bdu?,ABEKTVX
8713,451,DE-1213,"StB Holzminden <1213>",bdu?,BEGKMSVX
8744,464,DE-1119,"GB Hollenstedt <1119>",NULL,NULL
8745,414,DE-1243,"StB Einbeck <1243>",NULL,NULL
8758,441,DE-1897,"StB Coswig <1897>",bdu?,BEGKMSVX
8780,583,DE-1134,"GB Hesel <1134>",NULL,NULL
8781,546,DE-1188,"Wendeburg KrsB",bdu?,BEGKMSVX
8849,591,DE-1372,"Hohenhameln KrsB",bdu?,BEGKMSVX
8865,539,DE-1223,"Worbis StB",bdu?,BEGKMSVX
8905,70,NULL,"TIBORDER PG SI",NULL,NULL
8906,70,NULL,"TIBORDER PG FU",NULL,NULL
8907,70,NULL,"TIBORDER PG IT",NULL,NULL
8908,70,NULL,"TIBORDER PG IV",NULL,NULL
8909,70,NULL,"TIBORDER PG TM",NULL,NULL
8910,70,NULL,"TIBORDER PG FH",NULL,NULL
9011,627,NULL,"FH Leipzig <L 189>",bdu?,BEGKMSVX
9015,19,NULL,ZRSE,NULL,NULL
9052/7000,602,DE-Gt1,"D-D Geesthacht HZG <Gt 1>",f?,BEGKMSVX
9083,628,NULL,"FH Konstanz <Kon 4>",NULL,NULL
9511,641,NULL,"O?sterreichische NB Wien",bdu?,BEGKMSVX
9551,261,NULL,"Herder-Institut <Mb 50>",NULL,NULL
9712,624,NULL,"Westsaechs. Hochschule Zwickau",NULL,NULL
9831,166,NULL,CERL,NULL,NULL
9835,676,NULL,"Stiftung PSG",NULL,NULL
9870,650,NULL,HSBN,NULL,NULL
9870/0001,650,NULL,"Fritz-Ko?hne Schule",NULL,NULL
9870/0002,650,NULL,"Schule Rungwisch",NULL,NULL
9870/0003,650,NULL,"Schule An der Glinder Au",NULL,NULL
9870/0004,650,NULL,"Gesamtschule Allermo?he",NULL,NULL
9870/0005,650,NULL,Otto-Hahn-Schule,NULL,NULL
9870/0006,650,NULL,Ida-Ehre-Schule,NULL,NULL
9870/0007,650,NULL,"Gymnasium Bornbrook",NULL,NULL
9870/0008,650,NULL,"Gymnasium Hamm",NULL,NULL
9870/0009,650,NULL,"Goethe Gymnasium",NULL,NULL
9875,706,DE-Bo1,LVR,NULL,NULL
9990,1111,NULL,"CBS Trainingsbibliothek",NULL,NULL
